Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
World Child Cancer UK,wccuk,66.66666666666666,100.0,16.666666666666664,100.0,70.83333333333333,66.66666666666666,100.0,16.666666666666664,100.0,70.83333333333333
World Economic Forum,worldeconomicforum,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
World Economic Forum Geneva,weforum_geneva,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
World Education Inc.,wei,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
World Federalist Movement - Institute for Global Policy,wfm-igp,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
World Health Organization (WHO),who,100.0,86.71875,0.0,100.0,71.6796875,100.0,86.71875,0.0,100.0,71.6796875
World Horse Welfare,whw2019,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
World Jewish Relief,wjr_001,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
World Resources Institute,wri,-,-,-,-,0.0,-,-,-,-,0.0
World University Service of Canada,wusc,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,25.0
World Vegetable Center,worldveg,100.0,100.0,16.666666666666664,100.0,79.16666666666666,100.0,100.0,16.666666666666664,100.0,79.16666666666666
World Vision Central African Republic,wv_cf,-,-,-,-,0.0,-,-,-,-,0.0
World Vision Democratic Republic of Congo,wv_cd,0.0,0.0,100.0,14.285714285714285,28.57142857142857,0.0,0.0,100.0,14.285714285714285,28.57142857142857
World Vision Ethiopia,wv_et_activities,0.0,-,100.0,0.0,25.0,0.0,-,100.0,0.0,25.0
World Vision Germany,wv_de,100.0,0.0,100.0,0.0,50.0,100.0,0.0,100.0,0.0,50.0
World Vision International,wvi,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
World Vision Netherlands,wvnld,100.0,100.0,87.5,100.0,96.875,100.0,100.0,87.5,100.0,96.875
World Vision UK,wvuk,12.244897959183673,72.41379310344827,100.0,38.775510204081634,55.85855031667839,12.244897959183673,72.41379310344827,100.0,51.02040816326531,58.91977480647431
World Vision Zimbabwe,wvz-gec,-,-,-,-,0.0,-,-,-,-,0.0
World Waternet,worldwaternet,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
World Wide Fund for Nature - Kenya,wwf-kenya,50.0,100.0,50.0,100.0,75.0,50.0,100.0,50.0,100.0,75.0
World Wide Fund for Nature - Pakistan,wwfpakistan,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,-,-,-,-,0.0,-,-,-,-,0.0
World Wide Fund for Nature Denmark,wwfdk,0.0,14.285714285714285,100.0,100.0,53.57142857142857,0.0,14.285714285714285,100.0,100.0,53.57142857142857
World Wide Fund for Nature Zambia,wwfzambia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"World Wildlife Fund Inc, Bolivia Program Office",wwf_bolivia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
World Young Women's Christian Association,world_ywca,20.0,100.0,100.0,100.0,80.0,20.0,100.0,100.0,100.0,80.0
Worldwide Hospice Palliative Care Alliance,whpca,-,-,-,-,0.0,-,-,-,-,0.0
WSP USA Solutions Inc.,lbg,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
WWF Indonesia,wwf_id,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
WWF Paraguay,wwf-py,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
WWF Sweden,wwf-se,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
WWF TUNISIA,wwfna,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
WWF-BRASIL,wwfbr,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
WWF-UK,wwf-uk,0.0,100.0,100.0,96.0,74.0,0.0,100.0,100.0,96.0,74.0
WYG International B.V.,wygi,71.42857142857143,100.0,100.0,85.71428571428571,89.28571428571429,71.42857142857143,100.0,100.0,85.71428571428571,89.28571428571429
Y Care International,ycare,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Yamaan Foundation for Health and Social Development,yffhsd,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Yayasan PEKKA,pekka_21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
YMCA of Liberia,libymca,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Young Africa International HUB,yai-hub,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Young Innovations Pvt. Ltd,yipl,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Young Women Christian Association of South Sudan (YWCA SS),ywcass,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Young Women's Christian Association of Kenya,ywcakenya,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Youth Business International,ybi,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Youth Development Labs Inc,ylabs,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Youth Net and Counselling - YONECO,yoneco1997,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
YWCA of Bangladesh,ywcabd,-,-,-,-,0.0,-,-,-,-,0.0
YWCA Palestine,ywca,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Zambia Orphans Aid UK,zoa_uk,-,-,-,-,0.0,-,-,-,-,0.0
Zimbabwe Educational Trust,zet,-,-,-,-,0.0,-,-,-,-,0.0
Zing,zing,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
ZOA,zoa,76.27118644067797,100.0,94.33962264150944,94.91525423728814,91.38151582986889,76.27118644067797,100.0,94.33962264150944,94.91525423728814,91.38151582986889
Zoological Society of London,zsl,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
